,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0004770,1.928822905285678e-22,4.150945682467901,3.3161267163662695,4.985764648569533,23,abnormal synaptic vesicle recycling,brain
MP:0004753,4.086037455807138e-17,2.3760435035789715,1.8223293004367958,2.9297577067211473,132,abnormal miniature excitatory postsynaptic currents,brain
MP:0004769,1.403096051563156e-15,2.8221344587912114,2.129441601666151,3.5148273159162717,59,abnormal synaptic vesicle morphology,brain
MP:0004792,1.100036544221833e-14,2.8910190769391573,2.157719932955686,3.6243182209226283,50,abnormal synaptic vesicle number,brain
MP:0002916,2.0386573676872915e-11,3.698345380102819,2.616982143677286,4.779708616528352,15,increased synaptic depression,brain
MP:0003635,2.0780711936877126e-11,1.2067293415951585,0.853745123204438,1.5597135599858791,1052,abnormal synaptic transmission,brain
MP:0021009,2.725080196801915e-11,1.1994512445053385,0.8465036959073917,1.5523987931032852,1059,abnormal synaptic physiology,brain
MP:0002882,2.968240514625825e-10,1.024986048698647,0.7061290434235579,1.3438430539737363,1654,abnormal neuron morphology,brain
MP:0009823,5.5282069567273215e-09,3.470863427190012,2.304095632331368,4.637631222048656,14,abnormal sphingomyelin level,brain
MP:0002206,7.216455005809955e-08,1.0538117437136858,0.6703083337322304,1.4373151536951412,966,abnormal CNS synaptic transmission,brain
MP:0002915,8.417374591979259e-08,1.8912789939041552,1.1994393889085804,2.58311859889973,120,abnormal synaptic depression,brain
MP:0004811,9.498591414434946e-08,1.1695478451057237,0.7399668511011528,1.5991288391102947,658,abnormal neuron physiology,brain
MP:0011270,1.3328333693793688e-07,2.5658120772389763,1.6123348475323107,3.519289306945642,36,decreased excitatory postsynaptic current amplitude,brain
MP:0011267,1.0572588683553218e-05,2.0867517136675904,1.1582959044094094,3.0152075229257713,55,abnormal excitatory postsynaptic current amplitude,brain
MP:0002945,1.3826240568506707e-05,1.8666157577050484,1.0249239784205997,2.708307536989497,81,abnormal inhibitory postsynaptic currents,brain
MP:0002913,1.5907447564341093e-05,2.3065275278252475,1.259031924766276,3.3540231308842188,36,abnormal PNS synaptic transmission,brain
MP:0002910,1.8016434571497025e-05,1.58707044065439,0.8616764688849686,2.3124644124238114,141,abnormal excitatory postsynaptic currents,brain
MP:0008946,6.609099023365263e-05,1.020632524663501,0.5192704112154872,1.521994638111515,525,abnormal neuron number,brain
MP:0004793,0.00024822861721865636,2.8745098535956988,1.336897447035101,4.412122260156297,11,abnormal synaptic vesicle clustering,brain
MP:0008948,0.0003996376629399462,0.9909771288005835,0.4423606594620991,1.539593598139068,441,decreased neuron number,brain
MP:0003202,0.0008416631712383278,1.1562675650716727,0.47749098554983926,1.8350441445935062,239,abnormal neuron apoptosis,brain
MP:0004494,0.0010101182234867334,2.5065697186725195,1.0122738872339276,4.0008655501111114,15,abnormal synaptic glutamate release,brain
MP:0002917,0.0010101182234867334,2.5065697186725195,1.0122738872339276,4.0008655501111114,15,decreased synaptic depression,brain
MP:0009937,0.0013539584357570972,1.005539459672697,0.39048249176200167,1.6205964275833922,339,abnormal neuron differentiation,brain
MP:0003203,0.0020339358682208274,1.2076409361394624,0.44045943594298553,1.9748224363359395,176,increased neuron apoptosis,brain
MP:0000920,0.0020339358682208274,1.2076409361394624,0.44045943594298553,1.9748224363359395,176,abnormal myelination,brain
MP:0000778,0.002402104170621478,1.1117824039346917,0.39390414842910704,1.8296606594402764,221,abnormal nervous system tract morphology,brain
MP:0002912,0.0024864152064708028,1.4010077212010383,0.4932609629906698,2.308754479411407,104,abnormal excitatory postsynaptic potential,brain
MP:0003871,0.0025526953449665607,1.5656825422151233,0.5485605987384372,2.5828044856918093,71,abnormal myelin sheath morphology,brain
MP:0014371,0.0028604772016567136,2.2380903308923017,0.7672431566503497,3.7089375051342537,19,abnormal miniature excitatory postsynaptic current amplitude,brain
MP:0000939,0.003934490509236896,1.4934389985712198,0.47827620749711275,2.5086017896453265,76,decreased motor neuron number,brain
MP:0004859,0.0049982371686397515,1.4524549426293305,0.438343813500641,2.4665660717580202,79,abnormal synaptic plasticity,brain
MP:0009939,0.007542608780172653,1.2329794523400288,0.32852671913494813,2.1374321855451095,122,abnormal hippocampus neuron morphology,brain
MP:0002272,0.00822467821206266,0.8661937513376987,0.2237804360669623,1.5086070666084352,351,abnormal nervous system electrophysiology,brain
MP:0008947,0.008877995930587338,1.3506701561327628,0.3389959707307537,2.362344341534772,87,increased neuron number,brain
MP:0000937,0.00950882867370644,1.0917962934389411,0.26660583712408426,1.916986749753798,168,abnormal motor neuron morphology,brain
MP:0001900,0.00963319058557482,1.5474114464241104,0.37584229643780875,2.718980596410412,54,impaired synaptic plasticity,brain
MP:0003634,0.010036838293871227,0.805695150339325,0.19233404390714892,1.4190562567715013,410,abnormal glial cell morphology,brain
MP:0021010,0.01151035419194893,1.5088372499862164,0.3384817789001633,2.6791927210722695,56,impaired synaptic physiology,brain
MP:0003224,0.013779302449280382,0.7704388548615917,0.1573437183989852,1.3835339913241982,424,neuron degeneration,brain
MP:0011448,0.017997171164464015,1.7385065721633808,0.2981530306432032,3.1788601136835584,30,decreased dopaminergic neuron number,brain
MP:0014374,0.017997171164464015,1.7385065721633808,0.2981530306432032,3.1788601136835584,30,abnormal miniature excitatory postsynaptic current frequency,brain
MP:0014062,0.024710209678075336,1.3354546843404833,0.17002462537321716,2.5008847433077497,66,nervous system inclusion bodies,brain
MP:0003861,0.028553612889990792,0.46754351816628237,0.049033060983840415,0.8860539753487243,1315,abnormal nervous system development,brain
MP:0003204,0.03196155207265665,1.2736808086188258,0.10981357538873948,2.4375480418489124,70,decreased neuron apoptosis,brain
MP:0002752,0.046330710632502915,0.47016305894327104,0.00764673397774962,0.9326793839087925,1041,abnormal somatic nervous system morphology,brain
MP:0004562,0.04868021467999624,2.0716656612342126,0.01199869750873006,4.131332624959695,11,abnormal inner hair cell synaptic ribbon morphology,brain
MP:0014375,0.04868021467999624,2.0716656612342126,0.01199869750873006,4.131332624959695,11,increased miniature excitatory postsynaptic current frequency,brain
MP:0011452,0.04868021467999624,2.0716656612342126,0.01199869750873006,4.131332624959695,11,decreased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0000952,0.05066576989066632,0.7117102239480904,-0.0020627553005425625,1.4254832031967233,324,abnormal CNS glial cell morphology,brain
MP:0001081,0.05328503940815729,0.8866054394196219,-0.012551874889003223,1.785762753728247,170,abnormal cranial ganglia morphology,brain
MP:0002110,0.05714871181371931,0.6925724128460651,-0.02104192001796401,1.406186745710094,330,abnormal digit morphology,neg_ctrl
MP:0012203,0.05896918053834336,1.9763016441798804,-0.07487013304430423,4.027473421404065,12,abnormal neuronal stem cell morphology,brain
MP:0004191,0.05896918053834336,1.9763016441798804,-0.07487013304430423,4.027473421404065,12,neuronal intranuclear inclusions,brain
MP:0012205,0.05896918053834336,1.9763016441798804,-0.07487013304430423,4.027473421404065,12,abnormal neuronal stem cell self-renewal,brain
MP:0000938,0.0667684170733562,1.3322867470382587,-0.09210323756367633,2.7566767316401934,44,motor neuron degeneration,brain
MP:0011451,0.07006267739620838,1.8892364270416397,-0.15482905871307562,3.933301912796355,13,increased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0010149,0.08188733528394435,1.8091398763205735,-0.22889324047616855,3.8471729931173155,14,abnormal synaptic dopamine release,brain
MP:0002948,0.09437191330937675,1.7349780582200918,-0.2978702095315602,3.7678263259717437,15,abnormal neuron specification,brain
MP:0001038,0.09437191330937675,1.7349780582200918,-0.2978702095315602,3.7678263259717437,15,abnormal cholinergic neuron morphology,brain
MP:0012204,0.1074482831595784,1.665931337886839,-0.36241267381064457,3.6942753495843226,16,abnormal neuronal stem cell physiology,brain
MP:0004297,0.1074482831595784,1.665931337886839,-0.36241267381064457,3.6942753495843226,16,abnormal proprioceptive neuron morphology,brain
MP:0003243,0.10993162051550365,1.1575018371509316,-0.2617419011862223,2.5767455754880855,52,abnormal dopaminergic neuron morphology,brain
MP:0000968,0.11367931077867917,0.933619540938782,-0.22315122996219183,2.090390311839756,97,abnormal sensory neuron innervation pattern,brain
MP:0006006,0.11602788866218548,1.1376452564165564,-0.28106766223616253,2.5563581750692754,53,increased sensory neuron number,brain
MP:0000136,0.1219822027200644,0.9124579651643163,-0.24394475522914894,2.0688606855577816,99,abnormal microglial cell morphology,brain
MP:0009435,0.1286494470183483,1.0990710599786624,-0.3186397712748581,2.516781891232183,55,abnormal miniature inhibitory postsynaptic currents,brain
MP:0003244,0.13512267000800945,1.5406604885403556,-0.48024286473535804,3.5615638418160693,18,loss of dopaminergic neurons,brain
MP:0014376,0.14960393376552023,1.4834482171536045,-0.5343467643616049,3.501243198668814,19,decreased miniature excitatory postsynaptic current frequency,brain
MP:0013438,0.14960393376552023,1.4834482171536045,-0.5343467643616049,3.501243198668814,19,dysmyelination,brain
MP:0006069,0.15813469248277057,0.48449001956682025,-0.1883179933819178,1.1572980325155582,454,abnormal retina neuronal layer morphology,brain
