"CD_AnnotatedAlgorithm","CD_AnnotatedMembers","CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_AnnotatedMembers_SourceDB","CD_AnnotatedMembers_SourceTerm","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","CD_NonAnnotatedMembers","HiDeF_persistence","name","NumChildren","NumDescendents","selected","shared name"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","","0.0","1.0","0","","","(none)","false","ABCA7 CABIN1 FAM160B2 FAM193B IDUA LMBR1L NPEPL1 PKD1 PLD2 RABEP2 SLC38A7 TCF25 THBS3 TMEM94 VPS9D1 ZNF276","4.0","16","","13","C159519",,,"false","C159519"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","AIF1 CD68 CPVL CYBB","0.114","1.6488287952828611E-9","4","HPA","HPA:0640413","Endometrium; macrophages[High]","true","ACP5 ADAP2 AIF1 AOAH CD68 CPVL CYBB HLA-DQA1 HNMT LYZ MAFB MS4A4A NPL PILRA PLA2G7 RIN2 SLC7A7 SLCO2B1 TCN2 TMEM176A","4.322","20","ACP5 ADAP2 AOAH HLA-DQA1 HNMT LYZ MAFB MS4A4A NPL PILRA PLA2G7 RIN2 SLC7A7 SLCO2B1 TCN2 TMEM176A","26","C159518",,,"false","C159518"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ATP5F1A ATP5F1B ATP6V1A","0.088","2.004572657535197E-6","3","GO:MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","true","A2M APOD ARL8B ASAH1 ATP5F1A ATP5F1B ATP6V1A ATP6V1B1 AZU1 CKMT1B CTSG CYP11A1 CYP19A1 GAPDH GBA MAOA MPO SLC25A5 SLC25A6 STS VDAC1","4.392","21","A2M APOD ARL8B ASAH1 ATP6V1B1 AZU1 CKMT1B CTSG CYP11A1 CYP19A1 GAPDH GBA MAOA MPO SLC25A5 SLC25A6 STS VDAC1","100","C159517",,,"false","C159517"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","FUCA1 GM2A HEXA HEXB NAGA NEU1","0.162","1.1525444144160608E-14","6","GO:BP","GO:0019377","glycolipid catabolic process","true","ACD ACP2 ATP6V0C CD63 CST3 CTSA CTSD FUCA1 GAA GM2A GRN HEXA HEXB LAMP1 LRPAP1 MAN2B1 MTCH1 NAGA NEU1 NPC2 PDXK PLD3","4.459","22","ACD ACP2 ATP6V0C CD63 CST3 CTSA CTSD GAA GRN LAMP1 LRPAP1 MAN2B1 MTCH1 NPC2 PDXK PLD3","9","C159516",,,"false","C159516"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","GALNS HGSNAT HYAL1","0.107","4.530041657320031E-7","3","REAC","REAC:R-HSA-2206281","Mucopolysaccharidoses","true","AMDHD2 ARSH ARSI B3GALT4 B4GALNT1 BIN3 CHIT1 DEFB104B FUCA2 GALNS HEXD HGSNAT HYAL1 HYAL3 KIR2DS4 NDST2 NEU4 PPIL3 PRXL2A RENBP SLURP1 SUMF1","4.459","22","AMDHD2 ARSH ARSI B3GALT4 B4GALNT1 BIN3 CHIT1 DEFB104B FUCA2 HEXD HYAL3 KIR2DS4 NDST2 NEU4 PPIL3 PRXL2A RENBP SLURP1 SUMF1","15","C159515",,,"false","C159515"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","","0.0","1.0","0","","","(none)","false","ABCA7 CABIN1 CCS FAM160B2 FAM193B HYI IDUA LMBR1L MAN2C1 NPEPL1 PKD1 PLD2 PLPPR2 RABEP2 RFNG SLC38A7 TCF25 THBS3 TMEM94 TNFRSF14 VPS9D1 ZNF276","4.459","22","","5","C159514",,,"false","C159514"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","AMY1A AMY1C AMY2A AMY2B LCT","0.192","5.569322838925333E-14","5","REAC","REAC:R-HSA-189085","Digestion of dietary carbohydrate","true","AC010422.3 AMY1A AMY1B AMY1C AMY2A AMY2B G6PC2 GALM GANAB GANC GLB1L GLB1L2 GLB1L3 GUSB KL KLB LCT LCTL MANBA MYORG SLC3A1 SLC3A2","4.459","22","AC010422.3 AMY1B G6PC2 GALM GANAB GANC GLB1L GLB1L2 GLB1L3 GUSB KL KLB LCTL MANBA MYORG SLC3A1 SLC3A2","102","C159513",,,"false","C159513"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","","0.0","1.0","0","","","(none)","false","ARHGAP17 FGD6 HGSNAT INPP1 JPH1 KLC1 MAGEA11 MTX1 NUDCD1 PATJ PDE4DIP PEBP4 PKD1L1 PKD1L3 POMK RAB27B RDH11 RNF20 SNAPIN TLCD2 TMEM246 TOP3B ZFP91 ZMYND11","4.585","24","","19","C159512",,,"false","C159512"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ACER1 ACER2 ASAH2 CERK DEGS1 DEGS2 ENPP7 GALC GBA2 PLPP1 SGMS1 SGMS2 SMPD1 SMPD2 SMPD3 SMPD4 SPHK1 SPHK2 UGCG UGT8","0.345","4.924500427996423E-60","20","KEGG","KEGG:00600","Sphingolipid metabolism","true","ACER1 ACER2 ASAH2 ASAH2B CERK DEGS1 DEGS2 ENPP7 GALC GBA2 MYZAP NCEH1 PLPP1 SGMS1 SGMS2 SMPD1 SMPD2 SMPD3 SMPD4 SPHK1 SPHK2 UGCG UGT2A2 UGT8","4.585","24","ASAH2B MYZAP NCEH1 UGT2A2","61","C159511",,,"false","C159511"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","","0.0","1.0","0","","","(none)","false","ADAM15 ARSA CAPN1 CCDC92 CTDSP1 CTNS EPHX1 GLG1 LTBP2 MAGED2 MAN1B1 MAN2C1 MAP7D1 MCOLN1 MPST MXD4 NUCB1 ORAI3 PBXIP1 PINK1 PLA2G15 SGSH SIPA1 SPATA20 STX4 TCTA TK2 TMEM127 TOM1 USF2 VEGFB","4.954","31","","9","C159510",,,"false","C159510"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","B3GALT6 B4GALT7 NDST2","0.056","7.450169472439971E-6","3","KEGG","KEGG:00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","true","ABCA7 ACAP3 B3GALT6 B4GALNT1 B4GALT7 CABIN1 CCS CHID1 CIAO3 CYBC1 FAAP100 FAM160B2 FAM193B HYAL1 HYI IDUA LMBR1L MAN2C1 NDST2 NPEPL1 PKD1 PLD2 PLPPR2 RABEP2 RFNG SLC38A7 TCF25 THBS3 TMEM134 TMEM53 TMEM94 TNFRSF14 VPS9D1 ZNF276","5.087","34","ABCA7 ACAP3 B4GALNT1 CABIN1 CCS CHID1 CIAO3 CYBC1 FAAP100 FAM160B2 FAM193B HYAL1 HYI IDUA LMBR1L MAN2C1 NPEPL1 PKD1 PLD2 PLPPR2 RABEP2 RFNG SLC38A7 TCF25 THBS3 TMEM134 TMEM53 TMEM94 TNFRSF14 VPS9D1 ZNF276","14","C159509",,,"false","C159509"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","","0.0","1.0","0","","","(none)","false","ARHGAP17 FGD6 GRINA HGSNAT INPP1 JPH1 KLC1 MAGEA11 MCOLN3 MTX1 NDFIP1 NUDCD1 PATJ PDE4DIP PEBP4 PKD1L1 PKD1L3 PKD2L1 PKD2L2 POMK RAB27B RDH11 RNF20 SLC35E1 SNAPIN STEAP3 TLCD2 TMEM175 TMEM246 TOP3B TRPC6 TRPV6 ZFP91 ZMYND11","5.087","34","","5","C159508",,,"false","C159508"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ATP7A CAT MT1E MT1G MT1HL1 MT1X MT2A","0.135","5.037085506605341E-16","7","GO:BP","GO:0061687","detoxification of inorganic compound","true","ATF5 ATP7A CASP3 CAT CEBPD CLU CXorf40A DDIT3 ENC1 ETS2 FOS GAMT GGT5 GLUL HBA1 HFE HSPB2 IGFBP2 IGFBP7 MALAT1 MITF MMP3 MMRN1 MT1E MT1G MT1HL1 MT1L MT1X MT2A NOTCH3 PLIN2 PORCN PPARG PRNP PROS1 SLC11A2 SLC18A2 SLC39A1 SLC40A1 TFPI TGM2","5.358","41","ATF5 CASP3 CEBPD CLU CXorf40A DDIT3 ENC1 ETS2 FOS GAMT GGT5 GLUL HBA1 HFE HSPB2 IGFBP2 IGFBP7 MALAT1 MITF MMP3 MMRN1 MT1L NOTCH3 PLIN2 PORCN PPARG PRNP PROS1 SLC11A2 SLC18A2 SLC39A1 SLC40A1 TFPI TGM2","9","C159507",,,"false","C159507"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","B2M CD74 HLA-A HLA-C HLA-DMA HLA-DMB HLA-DPB1 HLA-DRB1","0.131","5.463960378657698E-19","8","GO:CC","GO:0042611","MHC protein complex","true","ACP5 ADAP2 AIF1 AOAH APOC1 APOE B2M CAPG CD14 CD68 CD74 CHI3L1 CPVL CTSH CYBA CYBB CYP27A1 DAB2 HLA-A HLA-C HLA-DMA HLA-DMB HLA-DPB1 HLA-DQA1 HLA-DRB1 HMOX1 HNMT LGALS9 LYZ MAFB MS4A4A NPL NR1H3 PILRA PLA2G7 RIN2 SERPINA1 SLC31A2 SLC7A7 SLCO2B1 TCN2 TMEM176A TREM2 TYMP UCP2 VAMP8","5.524","46","ACP5 ADAP2 AIF1 AOAH APOC1 APOE CAPG CD14 CD68 CHI3L1 CPVL CTSH CYBA CYBB CYP27A1 DAB2 HLA-DQA1 HMOX1 HNMT LGALS9 LYZ MAFB MS4A4A NPL NR1H3 PILRA PLA2G7 RIN2 SERPINA1 SLC31A2 SLC7A7 SLCO2B1 TCN2 TMEM176A TREM2 TYMP UCP2 VAMP8","45","C159506",,,"false","C159506"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ACP2 CTSA CTSB CTSD FUCA1 GAA GM2A HEXA HEXB MAN2B1 NAGLU NEU1 NPC2 PLD3 TCN2","0.11","5.285528505344143E-30","15","GO:CC","GO:0043202","lysosomal lumen","true","ACD ACP2 ANXA11 ATP6V0C BLVRB CAPG CAPNS1 CD63 CD81 CD99 CST3 CTSA CTSB CTSD DDAH2 DHRS3 FCGRT FTH1 FTL FUCA1 FXYD5 GAA GABARAP GM2A GPX1 GRN HEXA HEXB HLA-A IGFBP4 LAMP1 LGALS1 LRP10 LRPAP1 MAN2B1 MTCH1 NAGA NAGLU NEU1 NINJ1 NPC2 NUCB1 PDXK PEPD PLD3 PLTP PLXND1 TCN2 TGFBI TIMP2 TSPAN4 VAMP8","5.7","52","ACD ANXA11 ATP6V0C BLVRB CAPG CAPNS1 CD63 CD81 CD99 CST3 DDAH2 DHRS3 FCGRT FTH1 FTL FXYD5 GABARAP GPX1 GRN HLA-A IGFBP4 LAMP1 LGALS1 LRP10 LRPAP1 MTCH1 NAGA NINJ1 NUCB1 PDXK PEPD PLTP PLXND1 TGFBI TIMP2 TSPAN4 VAMP8","32","C159505",,,"false","C159505"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ATP7A CAT MT1E MT1G MT1HL1 MT1X MT2A","0.104","6.83939295148552E-15","7","GO:BP","GO:0061687","detoxification of inorganic compound","true","ATF5 ATP7A BDH2 CASP3 CAT CEBPD CLU CXorf40A DDIT3 DHCR24 ENC1 ETS2 FADS1 FADS2 FCSK FOS GAMT GGT5 GK GLUL HBA1 HFE HMGCS1 HSPB2 IGFBP2 IGFBP7 MALAT1 METTL7A MITF MMP3 MMRN1 MT1E MT1G MT1HL1 MT1L MT1X MT2A NOTCH3 NPC1 PCSK9 PLIN2 PORCN PPARG PRNP PROS1 PSAPL1 SLC11A2 SLC18A2 SLC31A1 SLC39A1 SLC40A1 SREBF1 TFAP2A TFPI TGM2 TNS3 VLDLR","5.833","57","ATF5 BDH2 CASP3 CEBPD CLU CXorf40A DDIT3 DHCR24 ENC1 ETS2 FADS1 FADS2 FCSK FOS GAMT GGT5 GK GLUL HBA1 HFE HMGCS1 HSPB2 IGFBP2 IGFBP7 MALAT1 METTL7A MITF MMP3 MMRN1 MT1L NOTCH3 NPC1 PCSK9 PLIN2 PORCN PPARG PRNP PROS1 PSAPL1 SLC11A2 SLC18A2 SLC31A1 SLC39A1 SLC40A1 SREBF1 TFAP2A TFPI TGM2 TNS3 VLDLR","34","C159504",,,"false","C159504"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ACER1 ACER2 ASAH2 B4GALNT1 CERK DEGS1 DEGS2 ENPP7 GALC GBA2 NEU4 PLPP1 SGMS1 SGMS2 SMPD1 SMPD2 SMPD3 SMPD4 SPHK1 SPHK2 UGCG UGT8","0.22","3.835883107374736E-53","22","KEGG","KEGG:00600","Sphingolipid metabolism","true","AC138894.1 ACER1 ACER2 AMDHD2 ARHGAP17 ASAH2 ASAH2B B4GALNT1 BIN3 CERK CHIT1 DEFB104B DEGS1 DEGS2 ENPP7 FGD6 FMR1 GALC GBA2 GRINA HGSNAT INPP1 JPH1 KLC1 MAGEA11 MCOLN3 MTX1 MYZAP NAGPA NCEH1 NDFIP1 NEU4 NUDCD1 OGA PATJ PDE4DIP PEBP4 PKD1L1 PKD1L3 PKD2L1 PKD2L2 PLPP1 POMK PSEN1 RAB27B RDH11 RENBP RNF20 SGMS1 SGMS2 SLC35E1 SMPD1 SMPD2 SMPD3 SMPD4 SNAPIN SPHK1 SPHK2 STEAP3 TLCD2 TMEM175 TMEM246 TMEM51 TOP3B TRPC6 TRPV6 UGCG UGT2A2 UGT8 ZFP91 ZMYND11","6.15","71","AC138894.1 AMDHD2 ARHGAP17 ASAH2B BIN3 CHIT1 DEFB104B FGD6 FMR1 GRINA HGSNAT INPP1 JPH1 KLC1 MAGEA11 MCOLN3 MTX1 MYZAP NAGPA NCEH1 NDFIP1 NUDCD1 OGA PATJ PDE4DIP PEBP4 PKD1L1 PKD1L3 PKD2L1 PKD2L2 POMK PSEN1 RAB27B RDH11 RENBP RNF20 SLC35E1 SNAPIN STEAP3 TLCD2 TMEM175 TMEM246 TMEM51 TOP3B TRPC6 TRPV6 UGT2A2 ZFP91 ZMYND11","10","C159503",,,"false","C159503"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","","0.0","1.0","0","","","(none)","false","ABCA7 ACAP3 ADAM15 AGRN ARSA B3GALT6 B4GALNT1 B4GALT7 C8orf58 CABIN1 CAPN1 CCDC92 CCS CHID1 CIAO3 CTDSP1 CTNS CTSF CYBC1 EPHX1 EVA1B FAAP100 FAM102A FAM160B2 FAM193B GLG1 HYAL1 HYI IDUA KIAA0930 LINC00846 LMBR1L LTBP2 MAGED2 MAN1B1 MAN2C1 MAP7D1 MCOLN1 MPST MXD4 NDST2 NPEPL1 NUCB1 ORAI3 PBXIP1 PIK3IP1 PINK1 PKD1 PLA2G15 PLD2 PLPPR2 RABEP2 RFNG SGSH SH3GLB2 SIPA1 SLC38A7 SPATA20 STK10 STX4 TCF25 TCTA THBS3 TK2 TMEM127 TMEM134 TMEM53 TMEM94 TNFRSF14 TOM1 USF2 VEGFB VPS9D1 XG ZBTB17 ZNF276","6.248","76","","35","C159502",,,"false","C159502"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","AMY1A AMY1C AMY2A AMY2B GALC GANAB GANC GBA GLB1 GLB1L GLB1L2 GLB1L3 GUSB KL KLB LCT LCTL MAN2B2 MANBA MOGS MYORG OGA","0.138","2.564859673494036E-43","22","GO:MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","true","A2M AC010422.3 ACD ACO2 ADIPOR1 ALPL AMY1A AMY1B AMY1C AMY2A AMY2B AP2A2 APOD ARL8B ASAH1 ATP5F1A ATP5F1B ATP6V0D1 ATP6V1A ATP6V1B1 ATP6V1B2 AZU1 BAX CANX CASP3 CKMT1B CTSG CYP11A1 CYP19A1 DDOST DNM2 FBXO6 FMR1 G6PC2 GALC GALM GANAB GANC GAPDH GBA GCH1 GLB1 GLB1L GLB1L2 GLB1L3 GUSB H6PD HCCS HERPUD1 HOOK1 HSP90B1 HSPA5 HYOU1 IDH1 IGF2R KL KLB LAMP2 LCT LCTL M6PR MAN2B2 MANBA MAOA MOGS MPO MYORG NAMPTP1 NECAP2 OGA PCBP2 PICALM PON2 PSEN1 RAD23A SCAMP3 SCARB2 SLC25A5 SLC25A6 SLC2A4 SLC2A8 SLC31A1 SLC3A1 SLC3A2 SRI STS TFRC TGOLN2 TOR1A VAMP2 VAMP3 VDAC1","6.524","92","A2M AC010422.3 ACD ACO2 ADIPOR1 ALPL AMY1B AP2A2 APOD ARL8B ASAH1 ATP5F1A ATP5F1B ATP6V0D1 ATP6V1A ATP6V1B1 ATP6V1B2 AZU1 BAX CANX CASP3 CKMT1B CTSG CYP11A1 CYP19A1 DDOST DNM2 FBXO6 FMR1 G6PC2 GALM GAPDH GCH1 H6PD HCCS HERPUD1 HOOK1 HSP90B1 HSPA5 HYOU1 IDH1 IGF2R LAMP2 M6PR MAOA MPO NAMPTP1 NECAP2 PCBP2 PICALM PON2 PSEN1 RAD23A SCAMP3 SCARB2 SLC25A5 SLC25A6 SLC2A4 SLC2A8 SLC31A1 SLC3A1 SLC3A2 SRI STS TFRC TGOLN2 TOR1A VAMP2 VAMP3 VDAC1","16","C159501",,,"false","C159501"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","AGA ARSA CTNS CTSF GALNS HGSNAT HYAL1 IDUA MCOLN1 PLA2G15 SGSH SUMF1","0.056","1.026153473053134E-17","12","KEGG","KEGG:04142","Lysosome","true","ABCA7 ACAP3 ADAM15 AGA AGRN AMPD3 ARHGAP17 ARSA ARSH ARSI B3GALT4 B3GALT6 B4GALNT1 B4GALT7 C8orf58 CABIN1 CAPN1 CCDC92 CCS CFB CHID1 CHKB CIAO3 CTDSP1 CTNS CTSF CYBC1 DERL1 EPHX1 EVA1B FAAP100 FAM102A FAM160B2 FAM193B GALNS GLG1 HGSNAT HYAL1 HYI IDUA IGDCC4 IQSEC1 KIAA0930 KLC1 LINC00846 LMBR1L LTBP2 MAGED2 MAN1B1 MAN2C1 MAP7D1 MCOLN1 MPST MXD4 NDST2 NPEPL1 NUCB1 OR2T6 OR8D2 ORAI3 PBXIP1 PIK3IP1 PINK1 PKD1 PLA2G15 PLD2 PLPPR2 PPIL3 RABEP2 RFNG RGS4 SGSH SH3GLB2 SIPA1 SLC25A13 SLC38A7 SLURP1 SNAPIN SPATA20 SPATA31A7 STK10 STX4 SUMF1 TCF25 TCTA THBS3 TK2 TMEM127 TMEM134 TMEM175 TMEM53 TMEM94 TNFRSF14 TOM1 USF2 VEGFB VPS9D1 XG ZBTB17 ZNF276","6.644","100","ABCA7 ACAP3 ADAM15 AGRN AMPD3 ARHGAP17 ARSH ARSI B3GALT4 B3GALT6 B4GALNT1 B4GALT7 C8orf58 CABIN1 CAPN1 CCDC92 CCS CFB CHID1 CHKB CIAO3 CTDSP1 CYBC1 DERL1 EPHX1 EVA1B FAAP100 FAM102A FAM160B2 FAM193B GLG1 HYI IGDCC4 IQSEC1 KIAA0930 KLC1 LINC00846 LMBR1L LTBP2 MAGED2 MAN1B1 MAN2C1 MAP7D1 MPST MXD4 NDST2 NPEPL1 NUCB1 OR2T6 OR8D2 ORAI3 PBXIP1 PIK3IP1 PINK1 PKD1 PLD2 PLPPR2 PPIL3 RABEP2 RFNG RGS4 SH3GLB2 SIPA1 SLC25A13 SLC38A7 SLURP1 SNAPIN SPATA20 SPATA31A7 STK10 STX4 TCF25 TCTA THBS3 TK2 TMEM127 TMEM134 TMEM175 TMEM53 TMEM94 TNFRSF14 TOM1 USF2 VEGFB VPS9D1 XG ZBTB17 ZNF276","5","C159500",,,"false","C159500"
"Annotated by gProfiler [Docker: coleslawndex/cdgprofilergenestoterm:0.3.0] {{--organism=hsapiens, --minoverlap=0.05, --maxpval=0.00001, --maxgenelistsize=5000}} via CyCommunityDetection Cytoscape App (1.12.1)","ACP2 ACP5 ATP6V0C CD63 CD68 CTSA CTSB CTSD CTSH FUCA1 GAA GM2A HEXA HEXB LAMP1 MAN2B1 NAGA NAGLU NEU1 NPC2","0.093","3.9321315745052215E-34","20","KEGG","KEGG:04142","Lysosome","true","ACD ACP2 ACP5 ADAP2 AIF1 AKR7A2 ANXA11 ANXA6 AOAH AP2S1 APOC1 APOE ATP6V0C B2M BLVRB CAPG CAPNS1 CAT CD14 CD63 CD68 CD74 CD81 CD99 CEBPD CHI3L1 CLU COMT CPVL CST3 CTSA CTSB CTSD CTSH CYBA CYBB CYP27A1 DAB2 DDAH2 DHRS3 FCGRT FTH1 FTL FUCA1 FXYD5 GAA GABARAP GLUL GM2A GPX1 GRN HEXA HEXB HLA-A HLA-C HLA-DMA HLA-DMB HLA-DPB1 HLA-DQA1 HLA-DRB1 HMOX1 HNMT IGFBP4 IGFBP7 LAMP1 LGALS1 LGALS9 LRP10 LRPAP1 LYZ MAFB MAN2B1 MS4A4A MTCH1 NAGA NAGLU NEU1 NINJ1 NPC2 NPL NR1H3 NUCB1 OAZ2 PDXK PEPD PILRA PLA2G7 PLD3 PLTP PLXND1 RIN2 SERPINA1 SLC1A3 SLC31A2 SLC7A7 SLCO2B1 TCN2 TGFBI TIMP2 TMEM176A TMEM51 TREM2 TSPAN4 TYMP UCP2 VAMP8","6.728","106","ACD ADAP2 AIF1 AKR7A2 ANXA11 ANXA6 AOAH AP2S1 APOC1 APOE B2M BLVRB CAPG CAPNS1 CAT CD14 CD74 CD81 CD99 CEBPD CHI3L1 CLU COMT CPVL CST3 CYBA CYBB CYP27A1 DAB2 DDAH2 DHRS3 FCGRT FTH1 FTL FXYD5 GABARAP GLUL GPX1 GRN HLA-A HLA-C HLA-DMA HLA-DMB HLA-DPB1 HLA-DQA1 HLA-DRB1 HMOX1 HNMT IGFBP4 IGFBP7 LGALS1 LGALS9 LRP10 LRPAP1 LYZ MAFB MS4A4A MTCH1 NINJ1 NPL NR1H3 NUCB1 OAZ2 PDXK PEPD PILRA PLA2G7 PLD3 PLTP PLXND1 RIN2 SERPINA1 SLC1A3 SLC31A2 SLC7A7 SLCO2B1 TCN2 TGFBI TIMP2 TMEM176A TMEM51 TREM2 TSPAN4 TYMP UCP2 VAMP8","40","C159499",,,"false","C159499"
