,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0003861,2.8246363711188536e-08,1.2568727289033657,0.8131700319397865,1.7005754258669448,1315,abnormal nervous system development,brain
MP:0002882,1.150719840672934e-07,1.1509802741854251,0.7254353417899351,1.5765252065809152,1654,abnormal neuron morphology,brain
MP:0009937,1.9610175554053117e-05,1.4980527917266642,0.8103192612801586,2.1857863221731697,339,abnormal neuron differentiation,brain
MP:0001038,3.150162592107333e-05,3.1846041893397796,1.6850332544441387,4.684175124235421,15,abnormal cholinergic neuron morphology,brain
MP:0003203,4.463210739995091e-05,1.7381212550969583,0.9035846983469102,2.572657811847006,176,increased neuron apoptosis,brain
MP:0003202,5.8842647586735365e-05,1.5867149634403805,0.8126071748437811,2.36082275203698,239,abnormal neuron apoptosis,brain
MP:0008948,5.9538325165944136e-05,1.3398529758828541,0.6857300515177297,1.9939759002479787,441,decreased neuron number,brain
MP:0006009,8.722451344338671e-05,1.8253379713128162,0.9135302050054572,2.737145737620175,134,abnormal neuronal migration,brain
MP:0014371,0.0001080563597814474,2.9161261158249943,1.4399200440442008,4.3923321876057875,19,abnormal miniature excitatory postsynaptic current amplitude,brain
MP:0011269,0.00014079289495924312,2.8589141730928134,1.3869662832632028,4.330862062922424,20,increased excitatory postsynaptic current amplitude,brain
MP:0000968,0.00021156387052445358,1.9227603214973819,0.9055532831739799,2.939967359820784,97,abnormal sensory neuron innervation pattern,brain
MP:0000778,0.0004048932972333689,1.5008500847272987,0.6691517000825897,2.332548469372008,221,abnormal nervous system tract morphology,brain
MP:0008946,0.0005142858401891699,1.1571853565503538,0.5041738578625521,1.8101968552381555,525,abnormal neuron number,brain
MP:0001081,0.0006647675421591968,1.5772644095737913,0.6690262125308685,2.485502606616714,170,abnormal cranial ganglia morphology,brain
MP:0004811,0.0012860047450326143,1.0260803734519452,0.4013436117293401,1.6508171351745504,658,abnormal neuron physiology,brain
MP:0000939,0.0017144503079304346,1.8697819561356575,0.70107755610387,3.0384863561674447,76,decreased motor neuron number,brain
MP:0003224,0.0021087054231031166,1.1350954080347364,0.41147814015878514,1.8587126759106876,424,neuron degeneration,brain
MP:0001105,0.003899179896457834,2.1106285912555025,0.6773430462808698,3.543914136230135,40,abnormal PNS glial cell morphology,brain
MP:0000940,0.0043388903912966285,2.084599515720104,0.6522184955343919,3.516980535905816,41,abnormal motor neuron innervation pattern,brain
MP:0002752,0.004546831668918797,0.8115680303247466,0.2509886499116022,1.3721474107378908,1041,abnormal somatic nervous system morphology,brain
MP:0002751,0.005217955695748602,1.659518607513407,0.49507439876944304,2.823962816257371,93,abnormal autonomic nervous system morphology,brain
MP:0000938,0.005859961534834571,2.0103307589370463,0.5804077605817979,3.440253757292295,44,motor neuron degeneration,brain
MP:0000937,0.008608793419156189,1.3516701140827685,0.3432909838636653,2.3600492443018717,168,abnormal motor neuron morphology,brain
MP:0000954,0.009109509557715521,2.7456135586942114,0.6821644059119683,4.809062711476455,11,decreased oligodendrocyte progenitor number,brain
MP:0003247,0.009109509557715521,2.7456135586942114,0.6821644059119683,4.809062711476455,11,abnormal glutaminergic neuron morphology,brain
MP:0014375,0.009109509557715521,2.7456135586942114,0.6821644059119683,4.809062711476455,11,increased miniature excitatory postsynaptic current frequency,brain
MP:0000920,0.011239703463110085,1.3036103560586945,0.29577153299676784,2.311449179120621,176,abnormal myelination,brain
MP:0001045,0.011480483129375336,2.6502498700475376,0.5952802682769409,4.705219471818134,12,abnormal enteric ganglia morphology,brain
MP:0020393,0.011480483129375336,2.6502498700475376,0.5952802682769409,4.705219471818134,12,increased neuronal precursor proliferation,brain
MP:0004191,0.011480483129375336,2.6502498700475376,0.5952802682769409,4.705219471818134,12,neuronal intranuclear inclusions,brain
MP:0011267,0.01439533081691721,1.7771186987529326,0.35384888858132046,3.2003885089245445,55,abnormal excitatory postsynaptic current amplitude,brain
MP:0002272,0.015623642025395528,1.020885737212403,0.19324385332948202,1.8485276210953239,351,abnormal nervous system electrophysiology,brain
