,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0011452,2.6923063009260264e-05,3.2994077709815084,1.7589949521913086,4.839820589771708,11,decreased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0008235,3.3055890869274314e-05,2.5402864107720466,1.3409410654648375,3.739631756079256,32,increased susceptibility to neuronal excitotoxicity,brain
MP:0000952,0.00024032701128107628,1.2784301702849667,0.5961219035809024,1.960738436989031,324,abnormal CNS glial cell morphology,brain
MP:0000938,0.0002793951650370139,2.19336605164869,1.0102940291415743,3.3764380741558053,44,motor neuron degeneration,brain
MP:0003634,0.0005255543266995565,1.147128742694873,0.49870552703679594,1.7955519583529502,410,abnormal glial cell morphology,brain
MP:0003202,0.0007415465817771908,1.3238583191210633,0.5547666160704071,2.0929500221717197,239,abnormal neuron apoptosis,brain
MP:0008948,0.0011982937868995677,1.070786522614572,0.4228958878509086,1.7186771573782356,441,decreased neuron number,brain
MP:0004811,0.001325733855326509,0.939109514226832,0.3657699229791941,1.5124491054744698,658,abnormal neuron physiology,brain
MP:0008946,0.0016874935255501732,0.9923396423611823,0.3729967480156485,1.611682536706716,525,abnormal neuron number,brain
MP:0014062,0.0031284318423744593,1.762621422232714,0.5934588699589052,2.931783974506523,66,nervous system inclusion bodies,brain
MP:0008236,0.0038118193371249154,2.128263902117723,0.686561015707148,3.5699667885282986,31,decreased susceptibility to neuronal excitotoxicity,brain
MP:0000937,0.00392345211047171,1.3306865308623461,0.4264319507711958,2.2349411109534962,168,abnormal motor neuron morphology,brain
MP:0003204,0.004302635327141528,1.7008484754690105,0.53324375318622,2.8684531977518013,70,decreased neuron apoptosis,brain
MP:0003203,0.0054135335071968564,1.2823406959727688,0.37869592347334147,2.185985468472196,176,increased neuron apoptosis,brain
MP:0003635,0.011467261599891093,0.6722929185754047,0.15108907344555478,1.1934967637052547,1052,abnormal synaptic transmission,brain
MP:0002206,0.011583671279124052,0.6910042823170439,0.15454133372786216,1.2274672309062256,966,abnormal CNS synaptic transmission,brain
MP:0021009,0.012369448728456094,0.6651617345349923,0.14398168021599445,1.1863417888539902,1059,abnormal synaptic physiology,brain
MP:0003407,0.01773015073204325,2.494331790247583,0.43259583195957063,4.556067748535595,11,abnormal central nervous system regeneration,brain
MP:0005192,0.01773015073204325,2.494331790247583,0.43259583195957063,4.556067748535595,11,increased motor neuron number,brain
MP:0003246,0.02202273066554767,2.398968004074808,0.34571867196207906,4.4522173361875375,12,loss of GABAergic neurons,brain
MP:0004191,0.02202273066554767,2.398968004074808,0.34571867196207906,4.4522173361875375,12,neuronal intranuclear inclusions,brain
MP:0001025,0.02202273066554767,2.398968004074808,0.34571867196207906,4.4522173361875375,12,abnormal sympathetic neuron morphology,brain
MP:0000136,0.02362615313183457,1.3396323789545939,0.17946812340780904,2.4997966345013785,99,abnormal microglial cell morphology,brain
MP:0002752,0.025556361715526783,0.610852391373669,0.07466386079820309,1.1470409219491349,1041,abnormal somatic nervous system morphology,brain
MP:0002912,0.02936664281932995,1.2885907513416406,0.12928052311610916,2.447900979567172,104,abnormal excitatory postsynaptic potential,brain
MP:0010149,0.032023666868757496,2.2318066980530453,0.1916826466507895,4.271930749455301,14,abnormal synaptic dopamine release,brain
MP:0001900,0.033337737796211804,1.5430810808844164,0.12184303670434793,2.9643191250644847,54,impaired synaptic plasticity,brain
MP:0002916,0.03769614589952214,2.1576451109085593,0.12270058106130444,4.1925896407558145,15,increased synaptic depression,brain
MP:0021010,0.03778261713870022,1.5052332953471996,0.08495813939235108,2.925508451302048,56,impaired synaptic physiology,brain
MP:0004297,0.043789619690844335,2.0885986215561214,0.05815369751901356,4.119043545593229,16,abnormal proprioceptive neuron morphology,brain
MP:0003240,0.043789619690844335,2.0885986215561214,0.05815369751901356,4.119043545593229,16,loss of hippocampal neurons,brain
MP:0014385,0.043789619690844335,2.0885986215561214,0.05815369751901356,4.119043545593229,16,decreased miniature inhibitory postsynaptic current amplitude,brain
MP:0003244,0.05715281575171475,1.9633282342457479,-0.05968375851388119,3.986340227005377,18,loss of dopaminergic neurons,brain
